"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text__type","messages__text__text","messages__text","messages__text__href","messages__photo","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","10263","message","2020-09-13T10:46:52","2020-09-13T10:46:57","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","1920","1080","","","Попытка разогнать брестчан водометом провалилась с треском и люди собрались вновь\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10264","message","2020-09-13T11:00:39","2020-09-13T11:06:20","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","1920","1080","","","Десятки тысяч людей ушли от кордона слабовиков  и двигаются по проспекту в сторону Дворца Независимости\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10265","message","2020-09-13T11:01:40","2020-09-13T11:13:58","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","bold","⚡️⚡️В Минске возле ""Дроздов"" против протестующих начали применять светошумовые гранаты","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",".\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10266","message","2020-09-13T11:08:19","2020-09-13T11:14:10","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","720","1280","","","Протест сдувается говорили они.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10267","message","2020-09-13T11:33:27","2020-09-14T06:51:51","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","","","‼️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","МИНСК! СОБИРАЕМСЯ НА ПУШКИНСКОЙ И ВОССТАНАВЛИВАЕМ МЕМОРИАЛ ТАРАЙКОВСКОГО!\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Берите цветы, свечи, плакаты и краску.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10268","message","2020-09-13T11:46:21","2020-09-13T11:47:49","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","1280","720","","","Вот так сегодня бандит в штатском открыл стрельбу прямо на проспекте Победителей во время марша Героев.\n\nВидео: ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","link","tut.by","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10269","message","2020-09-13T12:56:31","2020-09-14T06:51:22","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","","","Жесткие задержания на Пушкинской. Каратели избили и потащили за руки и ноги лежащего на дороге протестующего.\n\nВидео: ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10270","message","2020-09-13T13:04:08","2020-09-13T13:04:16","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","480","270","","","Сегодня на проспекте Пушкина было настоящее море людей. \n\nВидео: Наша Нива\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10271","message","2020-09-13T14:17:56","2020-09-13T14:18:18","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","720","1280","","","Кибер партизаны вчера ","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","заявили","","https://t.me/cyberpartisan/53","","","","","","","","","","","","",""
