"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__edited","messages__text__href","messages__forwarded_from","messages__photo","messages__width","messages__height","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__reply_to_message_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds"
"","","","","","","","","Так, апдэйты пра наш збор з'яўляюцца ў папулярных ТГ-каналах, і мы спадзяемся, што, нягледзячы на блакаду, інфармацыя дацірае да дастатковай колькасьці людзей - дапамагайце і вы, распаўсюджвайце!\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","4. Ці запаволіцца праца кампаніі ад блякаваньня Інтэрнэту? \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","""Это нас, конечно, огорчит, но не остановит"". Цалкам заблякаваць сеціва немагчыма, бо ляжа ўся эканоміка, доўга трымаць часткова заблякаваным таксама не - дзеля той самай прычыны. Але нават і з абмежаваным інтэрнэтам мы працягваем апрацоўку заявак, якія ёсьць, і спадзяемся, што вы нам дапаможаце раскідаць інфармацыю пра дапамогу для параненых, як толькі мы апублікуем пратакол.\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Za vaši a naši svobodu ","","","","","","","","","","","","","","","",""
"","","","","","","","","","italic","(мы ж, по мнению главного вирусолога, из Чехии работаем, да)\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ЗБОРЫ ДАПАМОГІ","","","","","","","","","","","","","","","",""
"","","","","","","",""," - кожная капейка важная!\n\nна Facebook ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","www.belarus97.pro","","","","","","","","","","","","","","","",""
"","","","","","","","","\nці ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.facebook.com/donate/1123543824684874/1179674872398974/","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\nна PayPal ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","bit.ly/byhelppaypal","","","","","","","","","","","","","","","",""
"","","","","","","","","\nці\nнаўпрост на адрас ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","email","alaksiej.lavoncyk@gmail.com","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#By_Help2020","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ямы97","","","","","","","","","","","","","","","",""
"","","","2022","message","2020-08-11T13:14:03","Вясна / Правы чалавека ў Беларусі","9636739710","В ","","","","","Выборы видишь? | TUT.BY Политика","","","","","","","","","","","","",""
"","","","","","","","","","bold","Бресте ","","","","","","","","","","","","","","","",""
"","","","","","","","","на Советской задержания. Читатели сообщают нам, что около 10 омоновцев целенаправленно бросились на корреспондента ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","",""
"","","","","","","",""," Станислава Коршунова и жестко задержали его. Связи со Станиславом у нас нет.","","","","","","","","","","","","","","","","","",""
"","","","2023","message","2020-08-11T13:14:54","Вясна / Правы чалавека ў Беларусі","9636739710","⚡️","","","","","Euroradio","","","","","","","","","","","","",""
"","","","","","","","","","bold","Мінск.","","","","","","","","","","","","","","","",""
"","","","","","","",""," Пасля трох дзён зняволення вызвалены журналіст ""Мядузы"" ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Максім Солапаў","","","","","","","","","","","","","","","",""
"","","","","","","","",".","","","","","","","","","","","","","","","","","",""
"","","","2024","message","2020-08-11T13:46:43","Вясна / Правы чалавека ў Беларусі","9636739710","Затрымалі «Белсатаўцаў» Паўла Патапава і Івана Мураўёва. Ехалі ў машыне і здымалі на тэлефоны. ДАІшнікі спынілі, прагледзелі галерэю ў тэлефонах, яна ім не спадабалася і іх затрымалі. Куды павезлі – невядома. Таксама спынілі супрацоўнікі ДАІ Вольгу Данішэвіч на вуліцы Ціміразева. Штрафуюць за сігнал.","","","","","Белсат","","","","","","","","","","","","",""
"","","","2025","message","2020-08-11T13:59:38","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","Свабода слова ў Беларусі ","","","","","","","","","","","","","","","",""
