"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__edited","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__text__href","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","10015","message","2020-08-30T11:01:19","NEXTA Live","10003210496","","270","480","Креативный Uber для диктатора в центре столицы.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","","",""
"","","","10016","message","2020-08-30T11:08:14","NEXTA Live","10003210496","","720","1280","В Новополоцке поют патриотические песни.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","54","","","","","","","","",""
"","","","10017","message","2020-08-30T11:12:06","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1024","768","Пресс-секретарь Лукашенко на вопрос о местонахождении президента прислала РИА Новости его фото с автоматом на фоне дворца Независимости","","","","","","","","","","","РИА Новости","","","","","",""
"","","","10018","message","2020-08-30T11:16:08","NEXTA Live","10003210496","","1080","1920","","bold","‼️Минск! Поднажмём?\n\n","2020-08-30T11:16:43","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","","","",""
"","","","","","","","","","","","Дождь заканчивается, слабовики расходятся от Дворца, на месте остаётся около 1000 протестующих. Диктатор в это время снова бегает по дворцу с автоматом и, кажется, готов выйти в люди!","","","","","","","","","","","","","","","","",""
"","","","10019","message","2020-08-30T11:16:15","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","В Минске сегодня вышло очень много креативных людей.","","","","","","","","","","","","","","","","",""
"","","","10020","message","2020-08-30T11:16:15","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","10021","message","2020-08-30T11:16:15","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","10022","message","2020-08-30T11:16:16","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","10023","message","2020-08-30T11:16:16","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","10024","message","2020-08-30T11:16:16","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","10025","message","2020-08-30T11:23:41","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","Подарки для диктатора!\n\n","","","","","","","","","","","","","","","","",""
